"","year","month","summit","PE","temp","precip","D","spei_3","spei_12","date","region"
"1","1950","02","DSH",-124.444752931595,8.25531178883148,183.238143258599,58.7933903270041,NA,NA,1950-02-01,"SYU"
"2","1950","02","HUU",-110.467925667763,8.84539096014845,271.435933344868,160.968007677106,NA,NA,1950-02-01,"SAC"
"3","1950","02","JIA",-110.467925667763,8.84539096014845,271.435933344868,160.968007677106,NA,NA,1950-02-01,"SAC"
"4","1950","02","JNJ",-128.411337733269,7.42395192555023,215.247603290585,86.8362655573165,NA,NA,1950-02-01,"SYU"
"5","1950","02","LIN",-118.323527276516,8.4051763489133,258.757108979729,140.433581703213,NA,NA,1950-02-01,"NAH"
"6","1950","02","MIN",-110.467925667763,8.84539096014845,271.435933344868,160.968007677106,NA,NA,1950-02-01,"SAC"
"7","1950","02","QNS",-107.279561460018,8.24894960040137,281.52185880473,174.242297344712,NA,NA,1950-02-01,"HQM"
"8","1950","02","QSS",-107.279561460018,8.24894960040137,281.52185880473,174.242297344712,NA,NA,1950-02-01,"HQM"
"9","1950","02","SEN",-126.200601458549,7.85539781933744,215.436929994134,89.2363285355842,NA,NA,1950-02-01,"DAS"
"10","1950","02","SMN",-118.323527276516,8.4051763489133,258.757108979729,140.433581703213,NA,NA,1950-02-01,"HQM"
"11","1950","02","SMZ",-87.0644822716713,7.905833203452,237.209784024266,150.145301752595,NA,NA,1950-02-01,"NAH"
"12","1950","02","SUN",-111.969359219074,7.29378428232104,277.836496167687,165.867136948613,NA,NA,1950-02-01,"DAS"
"13","1950","02","TSW",-108.779422938824,6.43391809463503,200.19619368842,91.4167707495963,NA,NA,1950-02-01,"SYU"
